id,nama_kost,alamat,lokasi_jabodetabek,harga,AC,Kasur,Lemari,WiFi,"Wc duduk","Kamar mandi dalam",Listrik,"Luas kamar",gender,deskripsi
4250,"Kost Sejahtera Barokah","Jln. Suharso No. 477, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",800000,1,0,0,0,0,0,1,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, AC di Bekasi Timur, Bekasi"
4251,"Kost Sejahtera Selaras","Ki. Industri No. 617, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",700000,0,0,1,0,1,1,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Lemari, Wc duduk di Tangerang Kota, Tangerang"
4252,"Kost Griya Jaya","Ki. Samanhudi No. 568, Bogor Selatan, Bogor","Bogor Selatan, Bogor",750000,1,0,1,1,1,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Lemari, WiFi, Wc duduk di Bogor Selatan, Bogor"
4253,"Kost Griya Makmur","Kpg. Dipenogoro No. 882, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1700000,1,0,1,0,0,0,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Listrik, AC, Luas kamar di Tangerang Selatan, Tangerang"
4254,"Kost Bahagia Abadi","Ds. Suryo Pranoto No. 250, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1800000,1,0,0,0,0,1,1,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kamar Mandi Dalam, Listrik di Bekasi Timur, Bekasi"
4255,"Kost Harmoni Lestari","Dk. Sutarjo No. 704, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1100000,1,1,0,0,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, AC di Jakarta Pusat, Jakarta"
4256,"Kost Wisma Asri","Ki. Babadak No. 876, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",700000,0,0,0,0,1,0,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar di Jakarta Utara, Jakarta"
4257,"Kost Indah Makmur","Kpg. Perintis Kemerdekaan No. 149, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",2000000,0,1,1,0,1,0,0,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Lemari, Wc duduk di Tangerang Utara, Tangerang"
4258,"Kost Griya Jaya","Psr. Dewi Sartika No. 290, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1800000,0,1,0,0,0,1,0,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kasur, Kamar Mandi Dalam di Jakarta Utara, Jakarta"
4259,"Kost Damai Lestari","Dk. Elang No. 314, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1900000,1,0,0,0,1,0,0,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, AC di Bekasi Barat, Bekasi"
4260,"Kost Asri Jaya","Ki. Cikutra Barat No. 601, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1500000,1,0,0,1,0,0,0,"15 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, AC di Jakarta Timur, Jakarta"
4261,"Kost Wisma Baru","Ki. Bahagia No. 859, Limo, Depok","Limo, Depok",1900000,0,0,0,1,1,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Wc duduk di Limo, Depok"
4262,"Kost Damai Indah","Gg. Baik No. 579, Pancoran Mas, Depok","Pancoran Mas, Depok",1900000,1,0,1,0,1,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Wc duduk, Lemari di Pancoran Mas, Depok"
4263,"Kost Bahagia Selaras","Jln. Jagakarsa No. 610, Bogor Timur, Bogor","Bogor Timur, Bogor",1100000,0,0,0,0,0,1,1,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Listrik di Bogor Timur, Bogor"
4264,"Kost Griya Indah","Dk. Bagonwoto  No. 293, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",700000,0,1,0,0,1,1,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk, Kamar Mandi Dalam di Jakarta Pusat, Jakarta"
4265,"Kost Nyaman Jaya","Gg. Reksoninten No. 573, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",500000,0,1,0,0,1,0,0,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk di Jakarta Barat, Jakarta"
4266,"Kost Wisma Barokah","Psr. R.M. Said No. 112, Pancoran Mas, Depok","Pancoran Mas, Depok",900000,1,0,1,1,0,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi, Lemari di Pancoran Mas, Depok"
4267,"Kost Griya Abadi","Gg. Pelajar Pejuang 45 No. 319, Beji, Depok","Beji, Depok",1500000,1,1,0,0,0,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur di Beji, Depok"
4268,"Kost Damai Asri","Jr. Perintis Kemerdekaan No. 478, Limo, Depok","Limo, Depok",1900000,0,1,1,0,0,0,0,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Luas kamar, Lemari di Limo, Depok"
4269,"Kost Sejahtera Asri","Jln. Abang No. 867, Sukmajaya, Depok","Sukmajaya, Depok",1400000,0,0,0,1,0,1,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, WiFi di Sukmajaya, Depok"
4270,"Kost Nyaman Abadi","Gg. Rajawali Barat No. 598, Pancoran Mas, Depok","Pancoran Mas, Depok",700000,0,0,0,1,0,0,1,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, WiFi, Luas kamar, Dapur Bersama di Pancoran Mas, Depok"
4271,"Kost Griya Lestari","Dk. Basuki Rahmat  No. 814, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1250000,0,0,1,1,1,0,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Luas kamar, Lemari, Wc duduk di Tangerang Selatan, Tangerang"
4272,"Kost Bahagia Indah","Jr. Merdeka No. 427, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1550000,0,0,1,0,1,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Wc duduk di Bekasi Timur, Bekasi"
4273,"Kost Bahagia Abadi","Ds. Peta No. 629, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1000000,0,0,1,0,1,0,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Lemari, Wc duduk, Dapur Bersama di Bekasi Selatan, Bekasi"
4274,"Kost Damai Utama","Kpg. Ahmad Dahlan No. 195, Limo, Depok","Limo, Depok",1500000,0,1,0,0,0,1,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam di Limo, Depok"
4275,"Kost Asri Barokah","Dk. Pahlawan No. 719, Cimanggis, Depok","Cimanggis, Depok",1400000,1,0,0,0,0,0,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Dapur Bersama di Cimanggis, Depok"
4276,"Kost Damai Selaras","Dk. Laksamana No. 810, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1100000,0,0,1,1,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Lemari di Jakarta Utara, Jakarta"
4277,"Kost Indah Utama","Dk. Ters. Kiaracondong No. 332, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",700000,0,1,0,0,1,1,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Wc duduk, Kamar Mandi Dalam di Jakarta Pusat, Jakarta"
4278,"Kost Nyaman Indah","Gg. Tangkuban Perahu No. 630, Bogor Timur, Bogor","Bogor Timur, Bogor",1700000,1,0,0,0,0,1,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar, Kamar Mandi Dalam, AC di Bogor Timur, Bogor"
4279,"Kost Griya Barokah","Ds. Ujung No. 411, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",750000,0,1,0,0,0,0,1,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Kasur di Bekasi Barat, Bekasi"
4280,"Kost Asri Baru","Kpg. Orang No. 3, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",800000,0,1,0,1,0,0,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, WiFi di Jakarta Pusat, Jakarta"
4281,"Kost Bahagia Lestari","Dk. Astana Anyar No. 142, Beji, Depok","Beji, Depok",1900000,1,1,0,0,0,0,1,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Listrik, Kasur di Beji, Depok"
4282,"Kost Wisma Indah","Ki. Eka No. 952, Pancoran Mas, Depok","Pancoran Mas, Depok",1550000,1,0,0,1,0,1,0,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, AC, WiFi, Kamar Mandi Dalam di Pancoran Mas, Depok"
4283,"Kost Damai Utama","Ds. Ciwastra No. 542, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1300000,0,1,1,0,0,0,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Lemari, Luas kamar di Tangerang Selatan, Tangerang"
4284,"Kost Griya Barokah","Ki. Moch. Yamin No. 102, Bogor Timur, Bogor","Bogor Timur, Bogor",1000000,1,0,0,1,1,0,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, AC, WiFi di Bogor Timur, Bogor"
4285,"Kost Wisma Lestari","Dk. B.Agam Dlm No. 868, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1100000,0,0,0,0,0,1,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Dapur Bersama di Bekasi Utara, Bekasi"
4286,"Kost Griya Asri","Gg. Bagas Pati No. 303, Sukmajaya, Depok","Sukmajaya, Depok",700000,0,1,0,0,0,0,1,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Kasur, Listrik di Sukmajaya, Depok"
4287,"Kost Sejahtera Asri","Ki. Kalimantan No. 620, Bogor Utara, Bogor","Bogor Utara, Bogor",500000,0,0,0,1,1,0,1,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Wc duduk, Luas kamar, WiFi di Bogor Utara, Bogor"
4288,"Kost Asri Lestari","Ds. Wahidin No. 841, Sukmajaya, Depok","Sukmajaya, Depok",800000,0,1,0,0,1,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk di Sukmajaya, Depok"
4289,"Kost Harmoni Jaya","Jln. Baing No. 757, Sukmajaya, Depok","Sukmajaya, Depok",1400000,0,0,0,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, WiFi di Sukmajaya, Depok"
4290,"Kost Bahagia Makmur","Psr. Pacuan Kuda No. 151, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1600000,0,1,0,1,1,0,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, WiFi, Kasur, Dapur Bersama di Bekasi Utara, Bekasi"
4291,"Kost Asri Jaya","Dk. Krakatau No. 801, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",800000,0,1,1,0,1,0,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Lemari, Dapur Bersama, Kasur di Jakarta Selatan, Jakarta"
4292,"Kost Wisma Indah","Kpg. Basuki Rahmat  No. 326, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1500000,0,1,0,1,0,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kasur, Dapur Bersama, WiFi di Bekasi Utara, Bekasi"
4293,"Kost Asri Makmur","Dk. Panjaitan No. 87, Sukmajaya, Depok","Sukmajaya, Depok",900000,0,0,1,1,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Luas kamar, Lemari di Sukmajaya, Depok"
4294,"Kost Bahagia Baru","Ds. PHH. Mustofa No. 204, Sukmajaya, Depok","Sukmajaya, Depok",2000000,0,1,0,0,0,1,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam, Luas kamar di Sukmajaya, Depok"
4295,"Kost Nyaman Abadi","Gg. Flora No. 799, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1250000,0,0,0,1,0,1,1,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Listrik, WiFi di Tangerang Utara, Tangerang"
4296,"Kost Indah Abadi","Jr. Raden Saleh No. 706, Limo, Depok","Limo, Depok",1400000,0,1,0,0,0,1,0,"15 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kasur, Kamar Mandi Dalam di Limo, Depok"
4297,"Kost Griya Asri","Kpg. Supono No. 556, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",500000,0,0,1,1,1,0,0,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Luas kamar, Lemari, Wc duduk di Tangerang Selatan, Tangerang"
4298,"Kost Asri Baru","Kpg. Gajah Mada No. 476, Beji, Depok","Beji, Depok",1550000,1,0,1,0,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Dapur Bersama, AC di Beji, Depok"
4299,"Kost Indah Jaya","Ki. Yos No. 27, Cimanggis, Depok","Cimanggis, Depok",1300000,0,0,0,1,1,0,0,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar, WiFi, Dapur Bersama di Cimanggis, Depok"
4300,"Kost Indah Abadi","Kpg. Gajah No. 883, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1100000,1,0,0,1,0,0,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, AC di Bekasi Utara, Bekasi"
4301,"Kost Wisma Barokah","Kpg. Bak Air No. 496, Bogor Selatan, Bogor","Bogor Selatan, Bogor",800000,0,0,1,0,0,1,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kamar Mandi Dalam, Lemari di Bogor Selatan, Bogor"
4302,"Kost Harmoni Jaya","Kpg. Adisumarmo No. 904, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1900000,0,1,1,0,1,1,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Kasur, Kamar Mandi Dalam, Wc duduk di Tangerang Kota, Tangerang"
4303,"Kost Nyaman Lestari","Dk. Basoka No. 81, Cimanggis, Depok","Cimanggis, Depok",800000,0,0,0,1,0,1,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, WiFi di Cimanggis, Depok"
4304,"Kost Damai Indah","Dk. Gegerkalong Hilir No. 661, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1500000,0,0,1,1,1,1,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, WiFi, Lemari, Wc duduk di Tangerang Selatan, Tangerang"
4305,"Kost Griya Utama","Jr. Jambu No. 496, Bogor Selatan, Bogor","Bogor Selatan, Bogor",750000,0,1,1,0,0,0,0,"26 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Lemari, Luas kamar di Bogor Selatan, Bogor"
4306,"Kost Asri Baru","Ki. Laswi No. 680, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1600000,1,1,1,0,0,1,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, AC, Kamar Mandi Dalam, Kasur di Bekasi Selatan, Bekasi"
4307,"Kost Sejahtera Barokah","Jln. Labu No. 660, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1100000,1,0,0,1,1,0,0,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Dapur Bersama, AC, Wc duduk di Tangerang Utara, Tangerang"
4308,"Kost Wisma Utama","Gg. Baiduri No. 376, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1550000,1,0,1,0,0,0,0,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Lemari, AC di Tangerang Kota, Tangerang"
4309,"Kost Nyaman Baru","Kpg. Gatot Subroto No. 452, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1250000,0,1,1,0,0,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Lemari di Jakarta Utara, Jakarta"
4310,"Kost Bahagia Utama","Ds. Barat No. 102, Sukmajaya, Depok","Sukmajaya, Depok",1100000,0,0,0,0,1,0,0,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Dapur Bersama, Wc duduk di Sukmajaya, Depok"
4311,"Kost Nyaman Baru","Dk. Baranang Siang No. 233, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1600000,0,0,0,1,1,0,1,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Wc duduk, WiFi di Jakarta Utara, Jakarta"
4312,"Kost Sentosa Selaras","Gg. Bagis Utama No. 83, Bogor Utara, Bogor","Bogor Utara, Bogor",900000,0,0,0,1,0,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Dapur Bersama di Bogor Utara, Bogor"
4313,"Kost Sejahtera Selaras","Ki. Kalimantan No. 616, Bogor Timur, Bogor","Bogor Timur, Bogor",500000,0,0,1,0,0,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Dapur Bersama di Bogor Timur, Bogor"
4314,"Kost Asri Makmur","Dk. Raden No. 319, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1500000,0,0,0,1,0,1,1,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kamar Mandi Dalam, Listrik di Jakarta Barat, Jakarta"
4315,"Kost Harmoni Makmur","Ds. Sukabumi No. 161, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1300000,0,0,0,0,0,1,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kamar Mandi Dalam di Bogor Tengah, Bogor"
4316,"Kost Indah Asri","Ds. Baladewa No. 889, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1700000,0,0,0,1,0,0,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, WiFi di Bekasi Timur, Bekasi"
4317,"Kost Sentosa Jaya","Ki. Sampangan No. 928, Bogor Barat, Bogor","Bogor Barat, Bogor",1000000,0,1,0,0,1,0,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Dapur Bersama, Kasur di Bogor Barat, Bogor"
4318,"Kost Nyaman Utama","Psr. Siliwangi No. 801, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",500000,1,0,0,0,0,1,0,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, AC di Bekasi Timur, Bekasi"
4319,"Kost Sejahtera Makmur","Jr. Teuku Umar No. 355, Bogor Barat, Bogor","Bogor Barat, Bogor",1900000,0,1,0,1,0,0,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, WiFi, Kasur di Bogor Barat, Bogor"
4320,"Kost Harmoni Utama","Jln. Gedebage Selatan No. 156, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1100000,0,0,1,0,0,0,0,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Dapur Bersama di Jakarta Timur, Jakarta"
4321,"Kost Asri Lestari","Ds. Raya Ujungberung No. 670, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1300000,1,1,0,0,0,1,1,"11 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Kasur, AC, Listrik di Tangerang Utara, Tangerang"
4322,"Kost Nyaman Utama","Psr. Ters. Buah Batu No. 253, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1200000,0,0,0,0,1,0,0,"26 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Dapur Bersama di Jakarta Timur, Jakarta"
4323,"Kost Sentosa Makmur","Kpg. Bambon No. 726, Bogor Barat, Bogor","Bogor Barat, Bogor",750000,1,0,1,0,0,0,0,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Lemari, Luas kamar, AC di Bogor Barat, Bogor"
4324,"Kost Damai Utama","Kpg. PHH. Mustofa No. 793, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1400000,0,0,1,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Lemari, WiFi di Jakarta Timur, Jakarta"
4325,"Kost Griya Indah","Psr. Hang No. 653, Bogor Barat, Bogor","Bogor Barat, Bogor",1100000,0,0,0,1,1,0,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Dapur Bersama, WiFi di Bogor Barat, Bogor"
4326,"Kost Bahagia Barokah","Jr. Raya Ujungberung No. 45, Bogor Barat, Bogor","Bogor Barat, Bogor",1600000,0,0,0,1,0,0,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, WiFi di Bogor Barat, Bogor"
4327,"Kost Nyaman Abadi","Gg. Sudiarto No. 255, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1800000,1,0,0,0,0,0,0,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, AC di Jakarta Selatan, Jakarta"
4328,"Kost Indah Baru","Jln. Ters. Buah Batu No. 967, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",750000,0,0,1,0,1,0,1,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Wc duduk, Lemari di Jakarta Timur, Jakarta"
4329,"Kost Indah Indah","Ki. Baranang Siang Indah No. 67, Limo, Depok","Limo, Depok",500000,0,1,1,0,0,0,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Kasur di Limo, Depok"
4330,"Kost Griya Makmur","Kpg. Sutan Syahrir No. 514, Sukmajaya, Depok","Sukmajaya, Depok",1600000,1,0,1,0,0,0,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Dapur Bersama, Lemari di Sukmajaya, Depok"
4331,"Kost Sejahtera Lestari","Gg. Babadan No. 457, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1550000,0,0,0,1,1,0,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Wc duduk di Bekasi Barat, Bekasi"
4332,"Kost Damai Barokah","Jr. Muwardi No. 368, Bogor Timur, Bogor","Bogor Timur, Bogor",500000,0,1,0,1,0,1,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, WiFi, Kamar Mandi Dalam di Bogor Timur, Bogor"
4333,"Kost Asri Utama","Ki. Baranang No. 980, Bogor Selatan, Bogor","Bogor Selatan, Bogor",1400000,0,0,0,1,0,0,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Luas kamar di Bogor Selatan, Bogor"
4334,"Kost Nyaman Utama","Ds. Pahlawan No. 499, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1800000,0,0,0,0,1,0,1,"22 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Wc duduk, Listrik di Bekasi Selatan, Bekasi"
4335,"Kost Griya Indah","Ki. PHH. Mustofa No. 223, Beji, Depok","Beji, Depok",1900000,0,0,0,0,1,0,1,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Listrik di Beji, Depok"
4336,"Kost Nyaman Baru","Jln. Qrisdoren No. 390, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1800000,0,1,1,0,0,0,0,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Kasur di Tangerang Selatan, Tangerang"
4337,"Kost Griya Lestari","Ds. Nangka No. 350, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",900000,0,1,0,0,0,0,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kasur di Tangerang Selatan, Tangerang"
4338,"Kost Indah Asri","Kpg. Abang No. 694, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1700000,1,1,0,0,0,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, AC, Kasur di Tangerang Kota, Tangerang"
4339,"Kost Harmoni Lestari","Jln. Lada No. 770, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1400000,1,1,0,0,0,0,1,"26 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, AC, Kasur di Jakarta Timur, Jakarta"
4340,"Kost Sejahtera Jaya","Jr. Baladewa No. 418, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",500000,0,0,0,1,1,0,0,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Wc duduk di Jakarta Pusat, Jakarta"
4341,"Kost Asri Baru","Jr. Raya Ujungberung No. 524, Pancoran Mas, Depok","Pancoran Mas, Depok",1600000,1,1,0,0,0,0,1,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur, Listrik di Pancoran Mas, Depok"
4342,"Kost Damai Abadi","Gg. Madrasah No. 897, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",900000,0,1,0,1,0,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Dapur Bersama, Kasur, WiFi di Tangerang Utara, Tangerang"
4343,"Kost Wisma Abadi","Psr. Babadan No. 931, Pancoran Mas, Depok","Pancoran Mas, Depok",1900000,1,0,0,0,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, AC di Pancoran Mas, Depok"
4344,"Kost Sejahtera Jaya","Psr. Basoka No. 377, Bogor Selatan, Bogor","Bogor Selatan, Bogor",1800000,0,1,1,0,1,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Dapur Bersama, Lemari, Kasur di Bogor Selatan, Bogor"
4345,"Kost Harmoni Jaya","Jln. Sutarto No. 107, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1700000,0,1,0,0,0,1,0,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar, Kamar Mandi Dalam, Kasur di Bogor Tengah, Bogor"
4346,"Kost Indah Barokah","Gg. Baiduri No. 239, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1500000,0,1,1,0,0,0,0,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Dapur Bersama, Lemari di Bekasi Utara, Bekasi"
4347,"Kost Wisma Makmur","Ki. Bawal No. 133, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1800000,0,0,0,1,1,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Wc duduk di Bogor Tengah, Bogor"
